current,dc,valver,command,valve
0,1,10575,3,100.1531863
0.70588237,16,10565,2309,100.0510621
0.70588237,16,10565,2309,100.0510621
1.735294104,31,10513,2309,99.52001634
1.029411793,35,10435,2309,98.72344771
0.882352948,35,10294,2309,97.28349673
0.882352948,35,10294,2309,97.28349673
0.70588237,35,10188,2309,96.20098039
1.029411793,35,10107,2309,95.37377451
1.176470637,35,9961,2309,93.88276144
1.176470637,35,9961,2309,93.88276144
0.764705896,35,9855,2309,92.8002451
0.911764681,35,9773,2309,91.9628268
0.823529422,35,9626,2309,90.46160131
0.823529422,35,9626,2309,90.46160131
0.852941155,35,9520,2309,89.37908497
0.764705896,35,9437,2309,88.53145425
1.058823586,35,9290,2309,87.03022876
1.058823586,35,9290,2309,87.03022876
0.70588237,35,9183,2309,85.9375
0.764705896,35,9101,2309,85.1000817
0.735294104,35,8955,2309,83.60906863
0.735294104,35,8955,2309,83.60906863
1,35,8847,2309,82.50612745
0.970588207,35,8766,2309,81.67892157
0.647058845,35,8619,2309,80.17769608
0.647058845,35,8619,2309,80.17769608
0.79411763,35,8512,2309,79.08496732
1.029411793,35,8429,2309,78.2373366
0.79411763,35,8283,2309,76.74632353
0.79411763,35,8283,2309,76.74632353
0.70588237,35,8176,2309,75.65359477
0.558823526,35,8095,2309,74.82638889
0.941176474,35,7947,2309,73.31495098
0.941176474,35,7947,2309,73.31495098
0.852941155,35,7843,2309,72.25285948
0.735294104,35,7757,2309,71.3745915
0.617647052,35,7612,2309,69.89379085
0.617647052,35,7612,2309,69.89379085
0.676470578,35,7504,2309,68.79084967
0.764705896,35,7422,2309,67.95343137
0.823529422,35,7275,2309,66.45220588
0.823529422,35,7275,2309,66.45220588
1.117647052,35,7167,2309,65.34926471
1.088235259,35,7083,2309,64.49142157
0.676470578,35,6937,2309,63.0004085
0.676470578,35,6937,2309,63.0004085
0.852941155,35,6829,2309,61.89746732
0.764705896,35,6745,2309,61.03962418
1,35,6597,2309,59.52818627
1,35,6597,2309,59.52818627
1.176470637,35,6492,2309,58.45588235
0.735294104,35,6409,2309,57.60825163
0.617647052,35,6263,2309,56.11723856
0.617647052,35,6263,2309,56.11723856
0.852941155,35,6157,2309,55.03472222
0.852941155,35,6076,2309,54.20751634
0.79411763,35,5930,2309,52.71650327
0.79411763,35,5930,2309,52.71650327
0.676470578,35,5824,2309,51.63398693
0.911764681,35,5743,2309,50.80678105
0.764705896,35,5597,2309,49.31576797
0.764705896,35,5597,2309,49.31576797
0.882352948,35,5490,2309,48.22303922
0.823529422,35,5407,2309,47.3754085
1.029411793,35,5263,2309,45.90482026
1.029411793,35,5263,2309,45.90482026
0.911764681,35,5159,2309,44.84272876
0.852941155,35,5071,2309,43.94403595
0.911764681,35,4929,2309,42.49387255
0.911764681,35,4929,2309,42.49387255
0.882352948,35,4821,2309,41.39093137
1,35,4740,2309,40.56372549
0.823529422,35,4593,2309,39.0625
0.823529422,35,4593,2309,39.0625
0.911764681,35,4489,2309,38.0004085
0.79411763,35,4405,2309,37.14256536
0.764705896,35,4257,2309,35.63112745
0.764705896,35,4257,2309,35.63112745
1,35,4149,2309,34.52818627
1.058823586,35,4067,2309,33.69076797
0.735294104,35,3921,2309,32.1997549
0.735294104,35,3921,2309,32.1997549
0.676470578,35,3813,2309,31.09681373
0.79411763,35,3729,2309,30.23897059
0.764705896,35,3585,2309,28.76838235
0.764705896,35,3585,2309,28.76838235
0.676470578,35,3479,2309,27.68586601
0.617647052,35,3395,2309,26.82802288
0.823529422,35,3248,2309,25.32679739
0.823529422,35,3248,2309,25.32679739
1,35,3142,2309,24.24428105
0.970588207,35,3059,2309,23.39665033
0.79411763,35,2913,2309,21.90563725
0.79411763,35,2913,2309,21.90563725
0.764705896,35,2807,2309,20.82312092
0.852941155,35,2725,2309,19.98570261
0.911764681,35,2579,2309,18.49468954
0.911764681,35,2579,2309,18.49468954
0.647058845,35,2473,2309,17.4121732
0.911764681,35,2393,2309,16.59517974
0.911764681,35,2247,2309,15.10416667
0.911764681,35,2247,2309,15.10416667
0.911764681,35,2143,2309,14.04207516
0.852941155,35,2059,2309,13.18423203
0.911764681,35,1913,2309,11.69321895
0.911764681,35,1913,2309,11.69321895
0.764705896,35,1808,2309,10.62091503
0.764705896,35,1724,2309,9.763071895
1.058823586,35,1577,2309,8.261846405
1.058823586,35,1577,2309,8.261846405
0.676470578,35,1471,2309,7.179330065
0.79411763,35,1388,2309,6.331699346
0.70588237,35,1242,2309,4.840686275
0.70588237,35,1242,2309,4.840686275
0.764705896,35,1137,2309,3.768382353
0.970588207,35,1050,2309,2.879901961
0.558823526,35,906,2309,1.409313725
0.558823526,35,906,2309,1.409313725
1.029411793,35,799,2309,0.316584967
0,25,749,2309,-0.194035948
0,1,749,2309,-0.194035948
0,1,749,2309,-0.194035948
0,1,749,1,-0.194035948
