current,dc,valver,command,valve
0,1,778,1,0.079636856
0.852941155,6,779,2181,0.087600542
1.411764741,16,791,2181,0.183164769
1.029411793,31,834,2181,0.525603249
1.117647052,35,886,2181,0.9397149
0.941176474,35,984,2181,1.720156088
1.352941155,35,1063,2181,2.34928725
1,35,1140,2181,2.962491041
1,35,1199,2181,3.432348491
1.029411793,35,1299,2181,4.22871705
0.882352948,35,1376,2181,4.841920841
0.970588207,35,1451,2181,5.43919726
1,35,1509,2181,5.901091025
1.235294104,35,1607,2181,6.681532213
1.264705896,35,1685,2181,7.302699689
1.147058845,35,1765,2181,7.939794537
1.058823586,35,1821,2181,8.38576093
1,35,1920,2181,9.174165804
1.235294104,35,1997,2181,9.787369595
1.029411793,35,2078,2181,10.43242813
0.882352948,35,2134,2181,10.87839452
0.852941155,35,2235,2181,11.68272677
1.058823586,35,2311,2181,12.28796687
0.823529422,35,2391,2181,12.92506172
1.117647052,35,2450,2181,13.39491917
1.352941155,35,2549,2181,14.18332404
1.205882311,35,2628,2181,14.8124552
0.79411763,35,2707,2181,15.44158637
1.117647052,35,2766,2181,15.91144382
1.323529363,35,2865,2181,16.69984869
1.088235259,35,2944,2181,17.32897985
0.852941155,35,3023,2181,17.95811101
1.176470637,35,3082,2181,18.42796846
0.970588207,35,3181,2181,19.21637334
0.941176474,35,3262,2181,19.86143187
1.088235259,35,3341,2181,20.49056303
1.235294104,35,3399,2181,20.9524568
1.294117689,35,3500,2181,21.75678904
1.205882311,35,3577,2181,22.36999283
0.970588207,35,3656,2181,22.99912399
0.941176474,35,3715,2181,23.46898144
1.117647052,35,3817,2181,24.28127738
1.382352948,35,3893,2181,24.88651748
0.970588207,35,3973,2181,25.52361233
1.088235259,35,4031,2181,25.98550609
1.176470637,35,4130,2181,26.77391097
0.911764681,35,4211,2181,27.4189695
1.058823586,35,4290,2181,28.04810066
1.088235259,35,4347,2181,28.50203074
1.088235259,35,4447,2181,29.2983993
0.941176474,35,4528,2181,29.94345783
0.882352948,35,4607,2181,30.57258899
0.852941155,35,4664,2181,31.02651907
1.235294104,35,4763,2181,31.81492395
1.264705896,35,4843,2181,32.45201879
